Tweet,change
Organizers got together for an important conversation at @OFA's Women &amp; Working Families Summit: http://ofa.bo/f0pS #StandWithWomen,-0.17
This is what the gender pay gap looks like for women just four years after college graduation: http://ofa.bo/e0nP #OpportunityForAll Let's keep building economic #OpportunityForAll. Learn more: http://ofa.bo/c0nR,0.09
Show off your grassroots organizing pride: http://ofa.bo/r0oW Retweet if you think these 28 million Americans deserve a raise. #OpportunityForAll It's time to close the pay gap between men and women. #OpportunityForAll Happening now: President Obama is delivering a statement. Tune in here: http://ofa.bo/q0oN Great news: Economic growth in the second quarter was even better than reported. http://ofa.bo/t0n6,-0.23
"To celebrate the power of grassroots organizing, @OFA is giving away this free sticker. Get yours today: http://ofa.bo/t0mq Julius was able to follow his dream, thanks to new, affordable coverage: http://ofa.bo/s0oE #ThisIsWhy It's time to #RaiseTheWage: http://ofa.bo/f0nh Make sure your name is on the petition. Expecting an addition to the family? Check your health care options: http://ofa.bo/i0lr ""A climate for change: America should not wait while the world warms"" More from @washingtonpost: http://ofa.bo/h0lB #ActOnClimate",0.06
"“If you want somebody who knows how to get the job done, no matter the mission, hire a veteran.” —President Obama at #ALConvention Watch: Immigration reform, raising the minimum wage, college affordability—it's time for economic #OpportunityForAll. http://ofa.bo/b0mb Watch: Austan Goolsbee talks about why Congress should act to build economic #OpportunityForAll. http://ofa.bo/a0jw Retweet if you agree that women deserve equal pay for equal work. #OpportunityForAll LIVE: President Obama is speaking at the #ALConvention in Charlotte. Tune in: http://ofa.bo/i0jA h/t @AmericanLegion It's time to make the pay gap a thing of the past—American women deserve better. #WEMatter ""Upholding our trust with our veterans is not just a matter of policy—it's a moral obligation."" —President Obama at #ALConvention ""I'm announcing 19 new executive actions to improve mental health care for those American heroes and their families."" —President Obama",0.16
"There's been progress in job creation and economic growth, but Congress can do more to help the economy along: http://ofa.bo/g0jZ It's the best coverage Jim ever had and it came just in time: http://ofa.bo/f0l0 #ThisIsWhy Congress needs to act to build economic #OpportunityForAll: http://ofa.bo/a0jo #EnoughAlready. RT @OFA: Retweet if you agree: This is completely backward.",0.38
"The economy is headed in the right direction—but there's more work to do: http://ofa.bo/h0hK #OpportunityForAll Supporting new carbon pollution limits, @OFA volunteers were out in force gathering signatures in their communities. http://ofa.bo/a0ig Maryanne has better coverage at a lower cost: http://ofa.bo/g0iC #ThisIsWhy Here are a few ways Congress should help keep the economy growing: http://ofa.bo/p0nm #OpportunityForAll",-0.22
"This is history: @OFA put more than 400k names on the permanent record of people who made health care reform happen. http://ofa.bo/p0mi The economy should grow from the middle out, not the top down. Add your name if you agree: http://ofa.bo/e0hs #OpportunityForAll More good news about the economy: ""Auto Production at Its Highest Rate Since 2002"" http://ofa.bo/c0jH #ActOnJobs Bill finally got covered—for less than he expected. http://ofa.bo/i0gu #ThisIsWhy Add your name if you believe in building economic #OpportunityForAll: http://ofa.bo/q0kC",0.33
The economy is growing—but there's still more work to do. http://ofa.bo/t0i5 #OpportunityForAll ICYMI: American businesses have added 9.9 million jobs since early 2010. http://ofa.bo/e0hU #ActOnJobs Happening now: President Obama delivers a statement. Tune in to watch: http://ofa.bo/f0ia,0.41
"Good news: The number of job openings just hit a 13-year high. http://ofa.bo/t0hG #ActOnJobs ""Vermonters sent him to Washington to follow his conscience, and he did them proud."" —President Obama on Senator James Jeffords' passing ""Housing construction bounced back in July, hitting its highest level in eight months..."" More from @thehill: http://ofa.bo/a0hF",0.48
Happening now: The President delivers a statement on Iraq and the situation in #Ferguson. http://ofa.bo/s0hz,1.05
It's time to get serious and #ActOnClimate. Getting covered made Jason so happy he wanted to tell everyone: http://ofa.bo/e0de #ThisIsWhy FACT: 97% of scientists and NASA accept the science of climate change. #ActOnClimate Earning the minimum wage while raising a family shouldn't mean living in poverty. It's time to #RaiseTheWage: http://ofa.bo/a0dR,-0.32
Happening now: President Obama is delivering a statement. Tune in: http://ofa.bo/c0e6,0.34
"Retweet if you support cutting dangerous carbon pollution. Read how @OFA supporters are taking a stand against carbon pollution: http://ofa.bo/j0ah #ActOnClimate Climate change will make the intensifying droughts across the West even more extreme and dangerous: http://ofa.bo/a0aq #ActOnClimate Check it out: Last week, @OFA volunteers celebrated the success of health care reform. http://ofa.bo/g0aK ""EPA climate rule economically feasible, study says"" More from @thehill: http://ofa.bo/g0aC #ActOnClimate",0.51
"You should put your name on this #RaiseTheWage petition: http://ofa.bo/p0fT ""The death of Michael Brown is heartbreaking."" —President Obama. Read the full statement: http://ofa.bo/s0cW ""Robin Williams was an airman, a doctor, a genie, a nanny ... and everything in between. But he was one of a kind."" —President Obama",-0.03
"ICYMI: President Obama visited mom-and-pop shops in historic Parkville, Missouri: http://ofa.bo/f0Xf Happening now: The President delivers a statement on the latest developments in Iraq. http://ofa.bo/h0V5 Find out how @OFA is taking action on climate change—and how you can get involved: http://ofa.bo/r0Zg #ActOnClimate",0.08
Happening now: President Obama delivers a statement on the situation in Iraq. http://ofa.bo/q0XK,1.13
"Your signature is your voice: Sign this #RaiseTheWage petition before it's delivered to lawmakers. http://ofa.bo/f0U6 The House of Representatives didn't #ActOnReform. Instead, they voted on this: http://ofa.bo/h0Ra Lawmakers around the country need to know it's time to #RaiseTheWage: http://ofa.bo/q0Wk LIVE: President Obama delivers remarks about improving health care quality and access for veterans. http://ofa.bo/q0WN",-0.49
"Watch: Because of climate change, the average U.S. wildfire season is longer and more intense. http://ofa.bo/i0QT #ActOnClimate Sign @OFA's petition to #RaiseTheWage: http://ofa.bo/i0Qp $7.25 an hour just isn't enough. It's time to #RaiseTheWage: http://ofa.bo/j0Qf",0.11
"LAST CHANCE: Sign OFA's birthday card for President Obama. http://ofa.bo/d0R2 ""Study: States Embracing Obamacare See Biggest Drops in Uninsured"" More from @WSJ: http://ofa.bo/h0Of",-0.79
"Today is President Obama's birthday—make sure you sign OFA's card: http://ofa.bo/e0S5 Send President Obama some love for his birthday: http://ofa.bo/f0Pf Retweet to share a happy reminder about health care reform. President Obama: Michelle and I send our deepest condolences to the family of former White House Press Secretary James Brady on his passing. Don't forget to leave a personal note for President Obama's birthday today: http://ofa.bo/f0Q5 ""Some people prefer cake. I like pie."" —President Obama http://ofa.bo/q0Sp",0.46
"Sign @OFA's birthday card for the President, and send your best wishes: http://ofa.bo/e0R0 Make #53 special for #44: http://ofa.bo/f0OB Job growth has exceeded 200,000 for the sixth straight month. This is progress, but there's more to do: http://ofa.bo/e0Qt #ActOnJobs It's been 53 straight months of private sector job growth—that's the longest streak on record. #ActOnJobs Happening now: President Obama delivers a statement from the Briefing Room. http://ofa.bo/g0NA FACT: 9.9 million private sector jobs have been added over the past 53 months. #ActOnJobs ""The fact is we could be much further along ... if Congress would do the job that the people sent them here to do."" —President Obama ""That's the longest streak of private sector job creation in our history.""—President Obama on 53 straight months of jobs creation #ActOnJobs ""After all that we've had to overcome, our Congress should stop standing in the way of our country's success."" —President Obama",-0.41
"WATCH: President Obama is speaking at the Department of Housing and Urban Development. http://ofa.bo/s0QU Speak up: Tell House leaders to #SueLessDoMore and help middle-class Americans. http://ofa.bo/q0QU President Obama: If a company isn't treating its workers with integrity, then they're probably cutting corners in other areas, too. Pick your favorite card—then add your name to wish the President a happy birthday: http://ofa.bo/i0MH LIVE: The President is speaking about fighting for the #WorkplaceFairness that Americans deserve. http://ofa.bo/i0MD If you were #BornIn88, make sure you know your options to #GetCovered when you turn 26: http://ofa.bo/p0S8 For the President's birthday this year, @OFA supporters are saying thanks—sign the card: http://ofa.bo/c0Px ""You shouldn't be fired because of who you love."" —President Obama #WorkplaceFairness ""We want to make sure the young dad on the factory floor has a shot to make it into the corner suite."" —President Obama #WorkplaceFairness ""Millions more families have the peace of mind that comes with having affordable health care."" —President Obama ""It wastes America's time ... You guys are all paying for it as taxpayers.""—President Obama on House leadership's lawsuit ""Any time Congress wants to do work with me to help working families, I'm right there."" —President Obama #WorkplaceFairness",-1.82
"WATCH: President Obama is speaking about the economy from the @UptownTheater in Kansas City. http://ofa.bo/p0Rv #OpportunityForAll Take some time right now to add your name to this minimum wage petition: http://ofa.bo/t0P5 #RaiseTheWage Send your best wishes for President Obama's birthday: http://ofa.bo/j0Lm Great news: The U.S. economy grew at a 4% rate in the second quarter of 2014. Read more: http://ofa.bo/p0Ry ""You're doing your job. Imagine how much further along we'd be if Congress was doing its job, too."" —President Obama #OpportunityForAll ""We've got just today and tomorrow before Congress leaves town for a month, and there is still serious work to do."" —President Obama ""The unemployment rate is at its lowest since September of 2008."" —President Obama #OpportunityForAll ""The states that have increased their minimum wage this year have seen higher job growth than the states that didn't."" —President Obama ""The decisions we made to rescue our economy ... all those things are starting to pay off."" —President Obama #OpportunityForAll ""Our energy, our technology, our auto industries—they're all booming."" —President Obama #OpportunityForAll ""Let's make sure anyone who is working full time isn't living in poverty."" —President Obama #OpportunityForAll #RaiseTheWage ""I want my daughters paid the same as your sons for doing the same jobs."" —President Obama #OpportunityForAll #StandWithWomen ""I want Congress to do its job to make life easier for Americans who put them there in the first place."" —President Obama #OpportunityForAll ""I believe in an optimistic America that is making progress."" —President Obama #OpportunityForAll",-0.23
"Your name belongs on the #RaiseTheWage petition: http://ofa.bo/b0QF This minimum wage petition is a big deal: Make sure your name is on it. http://ofa.bo/f0MF #RaiseTheWage Thanks in part to the Affordable Care Act, Medicare has improved for seniors: http://ofa.bo/j0Ku Happening now: The President delivers a statement on the situation in Ukraine. http://ofa.bo/i0LJ Delayed action will increase the costs of climate change. It's time to act: http://ofa.bo/d0Ny #ActOnClimate",-0.43
"Tying the knot soon? Don't forget to check your health care options: http://ofa.bo/e0O1 It's time to close tax loopholes so all companies play by the same rules. More from @USTreasury Secretary Jack Lew: http://ofa.bo/e0OF Former Ohio Governor @Ted_Strickland took the #LiveTheWage Challenge: ""I Tried to Live on Minimum Wage for a Week"" http://ofa.bo/r0OU Don't miss the deadline to sign this #RaiseTheWage petition: http://ofa.bo/d0Ma A hospital visit won't break your bank account, thanks to the Affordable Care Act.",0.15
"Why you should care about ""inversions"": http://ofa.bo/q0M4 These volunteers are taking a stand to #RaiseTheWage in their hometown: http://ofa.bo/h0Gb See how raising the minimum wage will grow the economy for everyone: http://ofa.bo/e0MP #RaiseTheWage ""More than half of Americans believe that they or others are better off with Obamacare..."" More from @Politico: http://ofa.bo/r0Md",-0.7
"WATCH: President Obama is calling for fair tax rates for corporations. http://ofa.bo/p0O6 The last time the federal minimum wage was raised was five years ago today. #TBT #LiveTheWage Retweet if you agree: Five years without raising the minimum wage is too long. #LiveTheWage ICYMI: A new study says more than 10M Americans gained health insurance through the health care marketplace so far. http://ofa.bo/t0LO A lot has changed in five years—but the minimum wage has stayed the same. #TBT #LiveTheWage ""We need to stop companies from renouncing their citizenship just to get out of paying their fair share of taxes."" —President Obama ""Today marks exactly five years since the minimum wage went up in this country."" —President Obama #RaiseTheWage #OpportuntyForAll ""Today I'm here to focus on one thing ... training more Americans to fill the jobs we're creating."" —President Obama #OpportunityForAll ""This past year, we saw one of the fastest drops in nearly 30 years in the unemployment rate."" —President Obama #OpportunityForAll ""The hardest thing in politics is to change a stubborn status quo."" —President Obama #OpportunityForAll ""States that have increased the minimum wage this year have seen higher job growth than those that didn't."" —President Obama #RaiseTheWage ""If we can work together, I promise you there is no holding America back."" —President Obama #OpportunityForAll ""I'm here because I am listening ... I'm listening to Americans all across the country."" —President Obama #OpportunityForAll ""I'm always impressed by folks who have had the courage to go back to school, especially those later in life."" —President Obama ""Economic patriotism says it's a good thing when we close wasteful tax loopholes and invest in education."" —President Obama",-0.05
This minimum wage petition will be delivered to lawmakers soon. Add your name before the deadline: http://ofa.bo/f0Hv #RaiseTheWage Join Americans taking the #LiveTheWage Challenge: Could you live on $77 a week? http://ofa.bo/e0KH Join Americans across the country and take the #LiveTheWage Challenge: http://ofa.bo/t0K7 Americans across the country are taking the #LiveTheWage Challenge to see what it's like to live on $77 a week: http://ofa.bo/r0Kd,-0.18
"Watch the President and @VP speak about helping American workers find good jobs at 12:10 p.m. ET: http://ofa.bo/a0Ja #ReadyToWork Sign this petition: http://ofa.bo/c0Jy Your voice matters. #RaiseTheWage See what President Obama is doing to help Americans find good jobs: http://ofa.bo/a0Jc #ReadyToWork Read this: American workers must be equipped with the skills needed to compete in the 21st century. http://ofa.bo/h0EP #ReadyToWork President Obama: If you're working hard, you should be able to get a job that pays well and look after your family. #ReadyToWork LIVE: President Obama and the @VP want Americans to have access to today's good jobs. Tune in: http://ofa.bo/d0J3 #ReadyToWork ""The unemployment rate is at its lowest since September 2008."" —President Obama #ReadyToWork ""The good news is today ... our businesses have added over 10 million jobs in the past 52 months."" —President Obama #ReadyToWork ""Let's make sure the next generation of women are getting a fair deal."" —President Obama on fair pay #StandWithWomen #ReadyToWork ""Let's get together, work together, to restore opportunity for every single American."" —President Obama #ReadyToWork ""Instead of rewarding companies for shipping jobs overseas, let's create jobs right here in America."" —President Obama #ReadyToWork ""Every job seeker should have the tools they need to take their career in their own hands."" —President Obama #ReadyToWork",0.34
WATCH: President Obama is participating in a town hall at @WalkerJonesEC about the #MyBrothersKeeper initiative. http://ofa.bo/q0JC The deadline to sign this minimum wage petition is approaching. Don't miss your chance: http://ofa.bo/s0K8 #RaiseTheWage President Obama took action today against #LGBT discrimination. Read more: http://ofa.bo/s0K3 LIVE: The President is taking action to protect LGBT employees from workplace discrimination. http://ofa.bo/b0K8 Happening now: The President delivers a statement on the situation in Ukraine. http://ofa.bo/d0IC,-0.25
Happening now: President Obama delivers a statement on the situation in Ukraine. http://ofa.bo/c0GM,0.72
"Tune in at 2:10 p.m. ET to see President Obama announce a new initiative on infrastructure: http://ofa.bo/b0Gs #RebuildAmerica Read what the President is doing to protect communities from the impacts of climate change: http://ofa.bo/g0Es #ActOnClimate Happening now: President Obama is announcing a new initiative to #RebuildAmerica. Tune in here: http://ofa.bo/b0Gr ""Wherever and whenever I have a chance to help families like yours, I'm going to do it."" —President Obama #RebuildAmerica ""What I've done is put forward a plan to rebuild our infrastructure in a responsible way."" —President Obama #RebuildAmerica ""We've got to make sure our economy works for every American."" —President Obama #RebuildAmerica ""We should be making sure that hard work pays off with a higher minimum wage."" —President Obama #RaiseTheWage ""Our businesses have now added nearly 10 million new jobs over the past 52 months."" —President Obama ""It is great to be in the state that gave us Joe Biden."" —President Obama ""First-class infrastructure attracts investment and first-class jobs."" —President Obama #RebuildAmerica ""Climate change poses a direct threat to the infrastructure of America."" —President Obama http://ofa.bo/g0Eq #ActOnClimate",-0.91
"Thanks to health care reform, expecting families have the protection they deserve. Sign this petition: Your voice matters in the fight to raise the minimum wage. http://ofa.bo/j0E9 #RaiseTheWage ICYMI: Good news on job growth. http://ofa.bo/j0EA Add your name: http://ofa.bo/s0FZ The time to #RaiseTheWage is now.",0.45
"WATCH: President Obama is in Virginia discussing ways to rebuild America's infrastructure. http://ofa.bo/e0Ev #RebuildAmerica One reason it's time to #RebuildAmerica: 65% of America's major roads' condition is rated lower than good. FACT: Nearly 70% of Americans agree that transportation deserves more federal funding. #RebuildAmerica DYK: 1 in 4 of America's bridges requires significant repair or cannot handle today's traffic. #RebuildAmerica Climate change deniers are at it again: http://ofa.bo/c0Ek #ActOnClimate Add your name to help millions of Americans who are struggling to make ends meet on the minimum wage: http://ofa.bo/c0EM #RaiseTheWage ""When you are in traffic congestion because of poor planning and infrastructure, that's a cost to you."" —President Obama #RebuildAmerica ""We could do so much more if we just rallied around a sense of economic patriotism."" —President Obama #RebuildAmerica ""There is something called the Highway Trust Fund ... It helps states fund state infrastructure projects."" —President Obama #RebuildAmerica ""The American people have to demand that the folks in Washington do their job."" —President Obama #RebuildAmerica ""First-class infrastructure attracts first-class jobs."" —President Obama #RebuildAmerica ""Do something. That's my big motto for Congress right now."" —President Obama #RebuildAmerica ""As the father of a daughter who just turned 16, any new technology that makes driving safer is important to me."" —President Obama",0.03
Retweet if you think hard-working Americans deserve a raise. #RaiseTheWage Join the fight to help folks struggling to get by on the minimum wage: http://ofa.bo/p0Gd #RaiseTheWage It's time to #RebuildAmerica: Check out the President's plan to fix our roads and bridges. http://ofa.bo/a0DP Hard-working Americans deserve better than the current minimum wage. It's time for a change: http://ofa.bo/g0D4 #RaiseTheWage Get your name on the minimum wage petition before it's delivered to lawmakers: http://ofa.bo/e0Dw #RaiseTheWage,0.62
"Retweet if you're ready to #ActOnClimate. Follow the team that's now 5 million action takers strong: @OFA. #FF FACT: Employment growth in 2014 has been faster in states that raised the minimum wage. http://ofa.bo/g0Bh #RaiseTheWage Check out who joined together to call on House leaders to pass immigration reform: http://ofa.bo/h0A0 #CostOfInaction ""The evidence is pretty overwhelming ... that Obamacare has driven down the uninsured rate."" More from @voxdotcom: http://ofa.bo/i0BE ""Our country needs it."" See why this small business owner wants to #RaiseTheWage: http://ofa.bo/q0Bu",0.15
"Watch: This shoe store owner knows running a successful business means happy, well-paid employees. http://ofa.bo/i09j #RaiseTheWage States that raised the minimum wage are seeing stronger job growth: http://ofa.bo/h08d #RaiseTheWage Make sure your name is on this minimum wage petition: http://ofa.bo/e0AU #RaiseTheWage Jim owns a shoe store that's been open for 100 years—and he makes sure his employees earn a fair wage. http://ofa.bo/f0Ao #RaiseTheWage Happening now: The President is in Austin talking about growing the economy. http://ofa.bo/q0AH #OpportunityForAll ""We've still got a long way to go...we know there are still a lot of folks out there looking for work."" —President Obama #OpportunityForAll ""We know it's what we should be doing and what drives me nuts is Washington isn't doing it."" —President Obama #OpportunityForAll ""We have come farther and recovered faster, thanks to you, than just about any other nation on Earth."" —President Obama #OpportunityForAll ""This country is not going to succeed if just a few are doing well. This country succeeds when everyone's got a shot."" —President Obama ""There's no denying a simple truth: America deserves a raise."" —President Obama #OpportunityForAll #RaiseTheWage ""Our businesses have added 10 million new jobs in the last 52 months."" —President Obama #OpportunityForAll ""More young people are graduating from college than ever before."" —President Obama #OpportunityForAll ""It's lonely doing work all by myself."" —President Obama to House leadership #OpportunityForAll ""I want to make sure the next revolution in manufacturing is happening right here in America."" —President Obama #OpportunityForAll ""I don't want our future leaders saddled in debt before they start out in life."" —President Obama #OpportunityForAll ""Everybody knows I love Austin, Texas."" —President Obama ""By almost every measure, we are better off now than when I took office.""—President Obama #OpportunityForAll ""And it's your voice that's going to change this country."" —President Obama #OpportunityForAll ""America is making progress—despite what the cynics say, despite unyielding opposition."" —President Obama #OpportunityForAll",-0.38
"President Obama is hitting the road this summer to meet Americans who wrote him a letter. Read more: http://ofa.bo/e09g Make sure your representatives know where you stand on raising the minimum wage: http://ofa.bo/h07S #RaiseTheWage LIVE: The President is speaking in Denver about growing the economy from the middle out. http://ofa.bo/h07T #OpportunityForAll Happening now: President Obama delivers a statement on the humanitarian situation at the southwest border. http://ofa.bo/r0AA Don't miss your chance to sign this minimum wage petition before it's delivered: http://ofa.bo/a091 #RaiseTheWage ""Your voice might move fellow citizens to change what needs changing."" —President Obama #OpportunityForAll ""You won't go broke just because you got sick."" —President Obama on the Affordable Care Act #OpportunityForAll ""Whenever I can go ahead and help families like yours and have the legal authority to do it, I'm going to do it."" —President Obama ""We fall and we rise as one nation—as one people."" —President Obama #OpportunityForAll ""Washington may chase whatever story they think may get attention, but to me the only story that matters is your story."" —President Obama ""The hardest thing to change in politics is a stubborn status quo."" —President Obama #OpportunityForAll ""Our economy grows best from the middle out—when everybody has a shot."" —President Obama #OpportunityForAll ""Manufacturing is adding jobs for the first time since the '90s."" —President Obama #OpportunityForAll ""It's one of the most important things I do."" —President Obama on reading 10 letters from Americans each day #OpportunityForAll ""Alex wrote to tell me that the day after my State of the Union address, her boss gave her a raise."" —President Obama #OpportunityForAll",0.41
"Sign this petition and make your voice heard: http://ofa.bo/t09C #RaiseTheWage Americans want progress. This is about making it happen. Watch: http://ofa.bo/t09F Add your name if you think working full-time for $14,500 a year isn't enough: http://ofa.bo/t09C #RaiseTheWage",-0.68
These @OFA volunteers are making their voices heard in the fight on #immigration reform: http://ofa.bo/q08K ICYMI: There's more good news about job growth and the economy. Check out this progress: http://ofa.bo/d08s,-0.23
"Throwback to last week when a woman—not her boss—made her own decisions about her health care. #TBT Progress: In June, the private sector added 262,000 jobs. #ActOnJobs In 2014, the private sector has added 1.4 million jobs—the most in any first half of a year since 1999: http://ofa.bo/a05t #ActOnJobs",0.53
"Watch: President Obama had some choice words for climate change deniers in Congress. http://ofa.bo/d04Y #ScienceSaysSo Retweet if you agree: It's time the 24 states blocking Medicaid access for 5.7 million Americans put #PeopleOverPolitics. It's time for workplace policies that help #FamiliesSucceed. Read how @OFA volunteers are taking action: http://ofa.bo/b06n FACT: If 24 states stopped blocking Medicaid, 5.7 million more people would be eligible for affordable health insurance. #PeopleOverPolitics ""Few pieces of legislation have defined our national identity as distinctly, or as powerfully."" —President Obama on the #CivilRightsAct1964",0.16
"Watch: With or without Congress, it's time to move forward on the issues that matter most. http://ofa.bo/a04D MIDNIGHT DEADLINE: Chip in to support @OFA and you'll be automatically entered to win a trip to celebrate in Chicago. http://ofa.bo/a03k ICYMI: House leadership has stalled on #immigration reform for more than a year, so President Obama is taking action. http://ofa.bo/d04P Happening now: The President is speaking about the economy. http://ofa.bo/h03P #OpportunityForAll Don't miss the President's remarks on the economy at 2:20 p.m. ET: http://ofa.bo/d046 #OpportunityForAll Chip in today to join the fight for change: http://ofa.bo/h016 ""We went through the worst economic crisis since the Great Depression. We've climbed back."" —President Obama #OpportunityForAll ""We know from our history, our economy doesn't grow from the top down, it grows from the middle out."" —President Obama #RebuildAmerica ""If you work hard, if you're responsible, you can make it here in America."" —President Obama #RebuildAmerica ""If all of you are fighting alongside me every single day … then we're going to make America better than ever."" —President Obama ""I'm going to keep taking actions on my own that can help the middle class."" —President Obama #RebuildAmerica ""Go Team USA."" —President Obama #USMNT ""As long as they do nothing, I'm not going to apologize for doing something."" —President Obama on House leadership #RebuildAmerica",0.76
"Your voice matters in this: Add your name today if you #StandWithWomen. http://ofa.bo/h02C Your name belongs here. Add it today: http://ofa.bo/t03U This is your last chance to win a summer weekend in Chicago. Enter before time runs out: http://ofa.bo/e03y LIVE: President Obama is addressing the importance of taking action on #immigration reform. Tune in here: http://ofa.bo/s03n It's time to move forward on the issues that matter most, with or without Congress: http://ofa.bo/r02U It's more important than ever to take action on the issues that matter most. Tell @OFA what you're fired up about: http://ofa.bo/f04F If you agree that women should be able to make their own health decisions, fight for it: http://ofa.bo/d029 #StandWithWomen ""We won this country's freedom together. We built this country together. We defended this country together."" —President Obama #ActOnReform ""That bill would strengthen our borders, grow our economy, shrink our deficits."" —President Obama on the Senate-passed immigration bill ""Pass a bill. Solve a problem. Don't just say no on something that everybody agrees needs to be done."" —President Obama to House leadership ""Our country and our economy would be stronger today if House Republicans had held a simple yes-or-no vote."" —President Obama #ActOnReform ""One year ago this month, senators from both parties … came together to pass a common-sense immigration bill."" —President Obama ""One of the things that makes this country great is that we are a nation of immigrants."" —President Obama ""If Congress will not do their job, at least we can do ours."" —President Obama #ActOnReform ""I take executive action only when we have a serious problem … and Congress chooses to do nothing."" —President Obama #ActOnReform ""For more than a year, Republicans in the House have refused to hold a vote."" —President Obama #ActOnReform ""America cannot wait forever for them to act."" —President Obama on House Republicans #ActOnReform",-0.15
"You could celebrate in Chicago at @OFA's birthday party for President Obama: http://ofa.bo/a006 Retweet if you agree with the majority of Americans who support comprehensive immigration reform. #OneYearNoAction President Obama: Gridlock and willful indifference can't get in the way of hard working American families. #OpportunityForAll One year ago today, the Senate passed a bipartisan immigration reform bill. Leaders in the House have failed to act. #OneYearNoAction LIVE: President Obama is speaking about the economy from Minneapolis. Tune in: http://ofa.bo/izC #OpportunityForAll Do your part to make change possible: http://ofa.bo/hzR Chip in and be automatically entered to join @OFA in Chicago to celebrate President Obama's birthday: http://ofa.bo/azu ""We have come farther and recovered faster than just about any advanced economy on Earth."" —President Obama #OpportunityForAll ""We do better when a young family knows that they can get ahead."" —President Obama #OpportunityForAll ""We can't afford to wait for Congress right now."" —President Obama ""We are fighting so everybody has a chance."" —President Obama #OpportunityForAll ""Our country is stronger when every American can count on affordable health insurance."" —President Obama ""More than 450,000 of your neighbors are poised to get a raise."" —President Obama on Minnesota raising the minimum wage #RaiseTheWage ""I am always going to keep listening and I am always going to keep fighting.""—President Obama #OpportunityForAll",0.03
"You should own a piece of this: http://ofa.bo/jxu You could win a free trip to Chicago this summer. Here's how: http://ofa.bo/gyq This is what marriage means to those who have had the chance to say ""I do"": http://ofa.bo/tyE #LoveIsLove Ready. #LetsDoThis #WorldCup One year ago, #DOMA was struck down. #LoveIsLove Happening now: President Obama hosts a town hall in Minneapolis. Tune in: http://ofa.bo/eyU #OpportunityForAll Don't miss your chance to win a free trip to the Windy City: http://ofa.bo/szG Chip in today and put your name alongside those fighting for change: http://ofa.bo/axQ",-0.12
"Thanks to the Affordable Care Act, you're covered at the pharmacy too. One year ago, President Obama introduced his Climate Action Plan. It's already making real progress: http://ofa.bo/svd #ActOnClimate Here's one way to help @OFA call out climate change deniers in Congress: http://ofa.bo/cvC #ActOnClimate Help fight back against health care repealers. http://ofa.bo/auc Chip in today to help support the movement that's making progress where it counts: http://ofa.bo/rvS",0.3
"This matters. Sign this petition: It's time to raise the minimum wage. http://ofa.bo/ttV #WithABetterWage See why these Americans believe in raising the minimum wage: http://ofa.bo/bv4 #WithABetterWage Help @OFA reach an amazing milestone: 500,000 grassroots donors. http://ofa.bo/su9 Full-time workers earning the national minimum wage make only $14,500 a year. That's not enough: http://ofa.bo/ctk #WithABetterWage Be counted in this amazing grassroots milestone: http://ofa.bo/ctp",-0.69
"WATCH: President Obama is speaking on how to create workplaces that support working families. http://ofa.bo/pve #FamiliesSucceed Retweet if you agree: Our economy succeeds when #FamiliesSucceed. Read President Obama's latest op-ed about the need for family-friendly workplace policies: http://ofa.bo/dsT #FamiliesSucceed President Obama will speak at the @WhiteHouse Summit on Working Families today at 1:40 p.m. ET: http://ofa.bo/ftF #FamiliesSucceed LIVE: @FLOTUS closes out the @WhiteHouse Summit on Working Families. Tune in: http://ofa.bo/dss #FamiliesSucceed Happening now: @VP and @DrBiden kick off the White House Summit on Working Families. http://ofa.bo/at6 #FamiliesSucceed FACT: Women are now the primary or co-breadwinner in nearly two-thirds of American families. #FamiliesSucceed ""Work gives us a place of dignity and income, and is important. But families are the bedrock of our lives.""—President Obama #FamiliesSucceed ""The bottom line is 21st century families deserve 21st century workplaces."" —President Obama #FamiliesSucceed ""Parents who work full time should earn enough to pay the bills."" —President Obama #FamiliesSucceed ""No matter what you look like or where you come from, here in America, you can make it."" — President Obama ""Nearly 28 million Americans would benefit if we raised the wage to $10.10 an hour."" —President Obama #FamiliesSucceed #RaiseTheWage ""Many women can't even get a paid day off to give birth. You'd think that would be a pretty low bar."" —President Obama #FamiliesSucceed ""Many of these issues are not partisan until they get to Washington."" —President Obama ""In 31 states, decent child care costs more than college tuition."" —President Obama #FamiliesSucceed ""I was raised by strong women who worked hard to support my sister and me. I saw what it was like for a single mom."" —President Obama ""I take this personally because I'm the husband of a brilliant woman who struggled to balance work and raise our girls."" —President Obama ""I promise you: You have a president who will take action to support working families."" —President Obama #FamiliesSucceed ""Even if Republicans in Congress refuse to budge on this issue this year, everyone knows America deserves a raise."" —President Obama ""Anything that makes life harder for women, makes life harder for families."" —President Obama #FamiliesSucceed ""A whole lot of fathers would love to be home for their babies' first weeks in the world."" —President Obama #FamiliesSucceed",-0.05
"Nearly 60% of people who got insurance on the marketplace were uninsured—now they have affordable coverage: http://ofa.bo/frW Most Americans support protecting LGBT Americans from workplace discrimination. Say you're one of them: http://ofa.bo/qrI Get ready for the White House Summit on #WorkingFamilies, coming up on Monday: http://ofa.bo/arR Another victory for equality: http://ofa.bo/iqX #LoveIsLove ""I commend the Massachusetts Legislature for ... taking action toward raising the state’s minimum wage."" —President Obama",0.16
